plant_name,plant_code,energy_type,energy_generated_mw
Ice Harbor,3925,renewable_energy,1474632
Ida Grove II,62795,renewable_energy,858784
Immokalee,65040,renewable_energy,159654
Impact Solar 1,63222,renewable_energy,449845
Independence II Solar Farm,61588,renewable_energy,15755
Independence Solar Farm,61092,renewable_energy,5060
Independence Wind Farm,64183,renewable_energy,247152
Indian River Solar Center,61020,renewable_energy,152154
Indiana Crossroads Wind Farm LLC,64230,renewable_energy,841234
"Indy Solar I, LLC",58552,renewable_energy,15105
"Indy Solar II, LLC",58556,renewable_energy,14501
"Indy Solar III, LLC",58553,renewable_energy,12002
Innovative Solar 31,60540,renewable_energy,64179
Innovative Solar 37 LLC,59665,renewable_energy,151879
Innovative Solar 42,60539,renewable_energy,141983
"Innovative Solar 43, LLC",60149,renewable_energy,69678
Innovative Solar 46,59671,renewable_energy,149446
Innovative Solar 47,59666,renewable_energy,70131
Innovative Solar 54,59669,renewable_energy,97322
Innovative Solar 67,59678,renewable_energy,72655
International Falls Power,10487,renewable_energy,50688
Interstate Solar Energy Center,61768,renewable_energy,145853
Iowa Hydro LLC,1067,renewable_energy,5342
Iowa Lakes Community College Wind Farm,57257,renewable_energy,4595
Iris Solar LLC,63128,renewable_energy,30776
Irish Creek Wind,64138,renewable_energy,1164817
"Iron Springs Solar, LLC",59941,renewable_energy,207255
Iron Star Wind Project,64003,renewable_energy,1050280
"Irwindale Brew Yard, LLC",58056,renewable_energy,1672
Isabella Wind Park,63601,renewable_energy,779865
Ivanpah 1,57074,renewable_energy,217597
Ivanpah 2,57073,renewable_energy,261333
Ivanpah 3,57075,renewable_energy,273694
Ivester Wind Farm,61911,renewable_energy,364869
J S Eastwood,104,renewable_energy,145100
"Jackpot Solar, LLC",65778,renewable_energy,4557
James B Black,249,renewable_energy,310697
Jamison Solar (FL),64631,renewable_energy,82443
"Javelina Wind Energy, LLC",60104,renewable_energy,906789
Jaybird,431,renewable_energy,345635
Jayhawk Wind Energy Center,65129,renewable_energy,675827
Jericho Power,59070,renewable_energy,19156
Jericho Rise Wind Farm LLC,59629,renewable_energy,214843
Jersey-Atlantic Wind Farm,56300,renewable_energy,21629
Jicarilla Solar 2,65103,renewable_energy,108633
John Day,3082,renewable_energy,8831544
John L. Featherstone Plant,57475,renewable_energy,396328
Johnson Corner Solar 1,62993,renewable_energy,43947
"Jordan Creek Wind Farm, LLC",63389,renewable_energy,1362147
Judge F Carr,442,renewable_energy,110088
Judith Gap Wind Energy Center,56377,renewable_energy,503318
Jumbo Hill Wind Project,62630,renewable_energy,615073
Juniper Canyon I Wind Project,57320,renewable_energy,294516
Juno Solar Project,63328,renewable_energy,817501
KRS I Anahola Solar Hybrid,58639,renewable_energy,23035
KRS II Koloa Solar,58640,renewable_energy,21413
Kaheawa Pastures Wind Farm Hybrid,56449,renewable_energy,84107
Kaheawa Wind Power II LLC,57082,renewable_energy,60853
Kahuku Wind Power LLC,57087,renewable_energy,55160
Kansas River Project,10279,renewable_energy,23668
Karankawa Wind LLC,61343,renewable_energy,908826
Kawailoa Solar,60125,renewable_energy,76736
Kawailoa Wind,57529,renewable_energy,106460
"Kay Wind, LLC",59460,renewable_energy,976525
Kayenta Solar Project,61268,renewable_energy,105996
Kellam Solar,62774,renewable_energy,135092
Kelly Creek Wind Project,60587,renewable_energy,676529
Kentucky Dam,1377,renewable_energy,1087127
Kerckhoff 2,682,renewable_energy,257262
Keswick,443,renewable_energy,169517
Keystone Solar,58091,renewable_energy,7815
Kibby Wind Facility,56829,renewable_energy,318605
King Mountain Wind Ranch 1,55581,renewable_energy,616444
King Plains Wind Project,63104,renewable_energy,697530
Kingdom Community Wind,57979,renewable_energy,187957
Kingfisher Wind LLC,58902,renewable_energy,925354
Kingman 1,57775,renewable_energy,27032
Kingman Wind,60639,renewable_energy,829678
Kings Bay Solar Facility,59864,renewable_energy,56817
Kings Point Wind Energy Center,62475,renewable_energy,509032
Klondike Windpower III,56468,renewable_energy,708208
Kossuth,62103,renewable_energy,645298
Kossuth County Wind,65725,renewable_energy,24463
LA3 West Baton Rouge Solar Facility,61646,renewable_energy,124454
"La Chalupa, LLC",63624,renewable_energy,502621
La Joya NM,61044,renewable_energy,1001288
LaFayette Solar Farm,60583,renewable_energy,164828
Lacy Creek Wind Energy Center,65162,renewable_energy,78061
Lake Hancock Solar,61657,renewable_energy,93306
Lake Placid Solar Power Plant,62541,renewable_energy,77822
Lakefield Wind Project LLC,57374,renewable_energy,425337
Lakeside Solar Center,62922,renewable_energy,151906
Lamesa II,61697,renewable_energy,108380
Lamesa Solar,60372,renewable_energy,207542
Lancaster Solar GA,64150,renewable_energy,193393
Lanikuhana Solar LLC,58281,renewable_energy,28491
Lapetus,62448,renewable_energy,225674
Las Lomas Wind Project,63101,renewable_energy,624088
Las Majadas Wind Farm,63739,renewable_energy,923180
Latigo Wind Park,59965,renewable_energy,155951
Laurel Hill Wind,57744,renewable_energy,226844
Laurel Mountain Hybrid,57447,renewable_energy,201488
Laurel Oaks Solar,65684,renewable_energy,6470
"Ledyard Windpower, LLC",65390,renewable_energy,62191
Lempster Wind LLC,56399,renewable_energy,62750
Liberty Pole DPC Solar,60891,renewable_energy,2049
"Lick Creek Solar, LLC",63811,renewable_energy,83290
"Lightning Dock Geothermal HI-01, LLC",58629,renewable_energy,47080
Lily Solar,63548,renewable_energy,163739
Lily Solar Hybrid,63892,renewable_energy,369894
Limestone Wind Project,65306,renewable_energy,59874
Limon III Wind LLC,59083,renewable_energy,803003
Limon Wind I,58126,renewable_energy,690268
Limon Wind II,58127,renewable_energy,600713
Lincoln Land Wind,58925,renewable_energy,1002489
"Lindahl Wind Project, LLC",59684,renewable_energy,609134
Lithia Solar,61663,renewable_energy,148010
Little Bear 4,62464,renewable_energy,106493
Little Bear 5,62465,renewable_energy,96802
"Little Bear Solar 1, LLC",59870,renewable_energy,81717
"Little Blue Wind Project, LLC",64336,renewable_energy,939305
Little Goose,3926,renewable_energy,1619270
Little Manatee River Solar,62750,renewable_energy,104102
"Live Oak Solar, LLC",60063,renewable_energy,100171
Live Oak Wind Project,61782,renewable_energy,774938
Avon Lake,2836,fossil_fuel,490156
Lockett Windfarm,62356,renewable_energy,770939
Lockport Powerhouse,10903,renewable_energy,21831
Loess Hills,56538,renewable_energy,7985
Logan Wind Energy,56613,renewable_energy,460607
Logans Gap Wind LLC,59442,renewable_energy,638867
Loggerhead Solar Energy Center,61052,renewable_energy,147558
"Lone Tree Wind, LLC",63251,renewable_energy,318431
Long Island Solar Farm LLC,57589,renewable_energy,50203
"Longbow Solar, LLC",65521,renewable_energy,43743
Longhorn Wind,58772,renewable_energy,797770
Longview Solar,60735,renewable_energy,24423
Lordstown Motor Corp,59683,renewable_energy,1337
Lorenzo Wind,59244,renewable_energy,350504
Los Alamos PV Site,58256,renewable_energy,666
Los Vientos Wind 1A,57751,renewable_energy,392529
Los Vientos Wind 1B,57752,renewable_energy,464016
Los Vientos Windpower III,59320,renewable_energy,697271
Los Vientos Windpower IV,59321,renewable_energy,702490
Lost Creek Wind Energy Facility,57189,renewable_energy,461703
Lower Granite,6175,renewable_energy,1721138
Lower Monumental,3927,renewable_energy,1682647
Lower Snake River Wind Energy Project,57195,renewable_energy,760896
Luciana,64909,renewable_energy,98596
Lund Hill Solar,63509,renewable_energy,31644
Luning Energy,61084,renewable_energy,129674
Macon Solar Power Project,59729,renewable_energy,3688
Macy's MD Joppa Solar Project,62323,renewable_energy,2891
Madison Windpower LLC,55769,renewable_energy,10193
Magic Valley Wind Farm I LLC,57802,renewable_energy,541430
Magnolia Solar,64657,renewable_energy,128652
Magnolia Springs Solar Center,62915,renewable_energy,158143
"Magpie Solar, LLC",61337,renewable_energy,5405
Maiden Creek Solar Power Plant,62668,renewable_energy,129577
Mammoth Pool,344,renewable_energy,507648
Manatee Solar Energy Center,60014,renewable_energy,96835
Maple Ridge Wind Farm,56290,renewable_energy,681843
Maplewood Solar,65319,renewable_energy,6167
Marble River Wind Farm,56857,renewable_energy,441389
Marietta,61616,renewable_energy,4381
Marine Corps Logistics Base Solar,59876,renewable_energy,55145
Marshall Solar Energy Project,59875,renewable_energy,101208
Martin,6043,renewable_energy,28028
Martin Solar Center,61458,renewable_energy,9224
Maryland Solar,58408,renewable_energy,29890
Maryneal Windpower,62836,renewable_energy,535032
Maverick Creek Wind,62853,renewable_energy,1183108
"Maverick Solar 4, LLC",64104,renewable_energy,315314
"Maverick Solar 6, LLC",64105,renewable_energy,306685
"Maverick Solar 7, LLC",64106,renewable_energy,405308
"Maverick Solar, LLC",62178,renewable_energy,269063
"Maverick Wind Project, LLC",63494,renewable_energy,939045
McGinness Hills 3,61912,renewable_energy,542273
McKinley Wind Park,57853,renewable_energy,53128
Meadow Lake Wind Farm V LLC,57628,renewable_energy,349662
Meadow Lake Wind Farm VI LLC,61756,renewable_energy,671626
Mechanicsville Solar,64158,renewable_energy,54547
Medford DPC Solar,60894,renewable_energy,2920
Meherrin Solar,62758,renewable_energy,41992
Menominee Mill Marinette,50409,renewable_energy,9717
Merck Rahway Power Plant,10224,renewable_energy,100
Meridian II,62164,renewable_energy,8127
Meridian III,62163,renewable_energy,128014
Merricourt Wind Energy Center,57048,renewable_energy,575654
Mesquite Creek Wind,59332,renewable_energy,584881
"Mesquite Solar 2, LLC",60307,renewable_energy,253872
"Mesquite Solar 3, LLC",60308,renewable_energy,457658
Mesquite Star,62587,renewable_energy,1205876
Mesquite Wind Power LLC,56395,renewable_energy,467973
Mesteno,62258,renewable_energy,431086
Metropolitan Sewerage District,10181,renewable_energy,6357
"Meyersdale Windpower, LLC",56052,renewable_energy,39184
Miami Dade Solar Energy Center,61766,renewable_energy,143784
Miami Wind Energy Center,58765,renewable_energy,1062447
Middle Fork,425,renewable_energy,9531
Midlands,63839,renewable_energy,126905
Midway Solar - TX,61368,renewable_energy,280863
Midway Solar Farm 1,60336,renewable_energy,123423
Midway Solar Farm II,60237,renewable_energy,71796
"Midway Wind, LLC",61776,renewable_energy,425453
Milford Solar 1,62812,renewable_energy,258465
Milford Solar Farm,58228,renewable_energy,20001
Milford Wind Corridor I LLC,57079,renewable_energy,353503
Milford Wind Corridor Stage II LLC,57107,renewable_energy,170164
Mililani South Solar Farm,57242,renewable_energy,36806
Mill Run Windpower LLC,55805,renewable_energy,13983
Millican Solar Energy LLC,63050,renewable_energy,141640
Milligan 1 Wind Farm,64377,renewable_energy,1130498
Millington Solar Farm,60560,renewable_energy,113377
"Minco Wind IV, LLC",61836,renewable_energy,539778
Minden Wind Park,57852,renewable_energy,118631
Misae Solar,62249,renewable_energy,521498
Moapa Southern Paiute,57859,renewable_energy,636133
Moccasin,381,renewable_energy,298584
Moffett Solar Project,60658,renewable_energy,137703
Mohave County Wind Farm,63114,renewable_energy,1038950
Mojave Solar Project,57331,renewable_energy,595702
Monroe Solar Facility,60383,renewable_energy,104962
Montague Site 36-Grosolar,62092,renewable_energy,6398
Montague Wind Power Facility LLC,58099,renewable_energy,491582
Montfort Wind Energy Center,55742,renewable_energy,64230
Moody Air Force Base Solar,62377,renewable_energy,98807
Mormon Flat,148,renewable_energy,38709
Mosinee Mill,50614,renewable_energy,17503
Mossyrock,3918,renewable_energy,1125184
Mount Saint Mary's,57758,renewable_energy,19495
Mount Signal Solar Farm II,61353,renewable_energy,358928
Mount Signal Solar Farm V,61202,renewable_energy,623390
"Mountain Breeze Wind, LLC",62840,renewable_energy,649757
Mountain Home,56636,renewable_energy,33187
Mountain View Solar,58544,renewable_energy,54627
Mountain View Solar (FL),61664,renewable_energy,72359
Mountain Wind Power II LLC,56753,renewable_energy,144290
Mountain Wind Power LLC,56752,renewable_energy,214466
Mountaineer Wind Energy Center,55986,renewable_energy,84925
Mt Wachusett Community College,58025,renewable_energy,5156
Mt. Hope DPC Solar,60893,renewable_energy,2064
Mulberry Farm LLC,59184,renewable_energy,27055
"Mulligan Solar, LLC",65349,renewable_energy,75511
Murphy Flat Solar,60009,renewable_energy,37945
Muscle Shoals,62462,renewable_energy,490011
Mustang,2953,renewable_energy,4913
Mustang Two,62015,renewable_energy,359131
NBC Field's Point Wind Farm,59692,renewable_energy,7329
NC 102 Project LLC,61610,renewable_energy,149211
Na Pua Makani Wind Project,58837,renewable_energy,88284
Nassau Solar Center,62914,renewable_energy,153691
NaturEner Glacier Wind Energy 1,57049,renewable_energy,274905
NaturEner Glacier Wind Energy 2,57050,renewable_energy,297676
NaturEner Rim Rock Energy,57995,renewable_energy,675505
Nautilus Lindstrom Solar (CSG),62030,renewable_energy,3317
Nautilus Saint Cloud Solar (CSG),62031,renewable_energy,8040
Nautilus Winsted Solar (CSG),62032,renewable_energy,5304
Nebula Solar,65661,renewable_energy,144368
NedPower Mount Storm,56495,renewable_energy,594010
Nellis Solar PV II,59919,renewable_energy,39101
Neosho Ridge Wind Energy Center,62481,renewable_energy,504331
Nevada Solar One,56405,renewable_energy,91756
New Auburn DPC Solar,60936,renewable_energy,4307
New Badger,4120,renewable_energy,48484
New Creek Wind,60132,renewable_energy,305586
New England Wind LLC,57380,renewable_energy,82712
New Frontier Wind,59903,renewable_energy,437634
New Melones,6158,renewable_energy,268276
New Mexico Wind Energy Center,56097,renewable_energy,577221
"Ninnescah Wind Energy, LLC",60620,renewable_energy,840857
"Niyol Wind, LLC",65059,renewable_energy,874699
Noble Solar,65271,renewable_energy,124350
Nobles 2 Wind Project,62364,renewable_energy,1091660
Nobles Wind Project,57047,renewable_energy,415099
Noland Wastewater Treatment Plant Hybrid,62682,renewable_energy,9074
"NorWest Energy 2, LLC",60548,renewable_energy,20267
North 301 Solar,61778,renewable_energy,42502
North Allegheny Windpower Project,56651,renewable_energy,128345
North English,62133,renewable_energy,1468253
North Fork Ridge Wind Energy Center,62478,renewable_energy,528204
North Hurlburt Wind LLC,57526,renewable_energy,518106
North Ninth Street,960,renewable_energy,415
North Rock,65010,renewable_energy,8911
North Rosamond Solar LLC,59879,renewable_energy,364417
North Star Solar Project,59852,renewable_energy,192749
Northern Preserve Solar,62645,renewable_energy,133986
Northwest Ohio Wind,59296,renewable_energy,314844
Notrees Windpower Hybrid,56961,renewable_energy,308365
OE_AZ1,63349,renewable_energy,78135
OE_GA3,63350,renewable_energy,132550
Oakfield Wind Project,57002,renewable_energy,370661
Oberon IA,62933,renewable_energy,327112
Oberon IB,62932,renewable_energy,62485
Ocotillo Express LLC,57514,renewable_energy,362881
Ohio Northern University Solar Site,60913,renewable_energy,4497
Okeechobee Solar,62491,renewable_energy,161375
Old Settler Wind,60366,renewable_energy,561106
Old Trail Wind Farm,56614,renewable_energy,612235
OlivePV,59854,renewable_energy,7276
"Oliver Wind III, LLC",60905,renewable_energy,459699
"Open Range Solar Center, LLC",60332,renewable_energy,22117
Orange Blossom Solar Center,62919,renewable_energy,155789
Orchard Ranch Solar,60010,renewable_energy,44769
Oriana Energy Hybrid,61083,renewable_energy,85633
Orient Wind Farm,61077,renewable_energy,2140496
Osborn Wind Energy,60672,renewable_energy,778279
Osceola Windpower II,56913,renewable_energy,220002
Osceola Windpower LLC,56645,renewable_energy,435754
Oso Grande Wind Farm,63502,renewable_energy,715847
Otis Hydro,50080,renewable_energy,45173
Otter Creek Wind Farm LLC,61344,renewable_energy,516449
PA Solar Park,57256,renewable_energy,12822
Painted Hills Wind Park,50533,renewable_energy,140427
Pakini Nui Wind Farm,56378,renewable_energy,106436
Palm Bay Solar,62921,renewable_energy,164037
"Palmas Wind, LLC",61773,renewable_energy,363327
Palmer Solar,62495,renewable_energy,151874
Palmer Solar Center,61457,renewable_energy,11100
"Palmer's Creek Wind Farm, LLC",62291,renewable_energy,152510
Palmetto Plains,62679,renewable_energy,138781
Palo Alto Wind Farm,63053,renewable_energy,1631492
Palo Duro Wind,59475,renewable_energy,1025612
Panoche Valley Solar Farm,57340,renewable_energy,316731
"Panorama Wind, LLC",64872,renewable_energy,294058
Pantex,58404,renewable_energy,38926
Papalote Creek II LLC,57212,renewable_energy,549874
Parker Dam,447,renewable_energy,425461
Passadumkeag Windpark LLC,59222,renewable_energy,145241
Patriot Wind Farm,58614,renewable_energy,693624
Pattern Gulf Wind,56661,renewable_energy,757314
Pattern Panhandle Wind LLC,58242,renewable_energy,702340
Pattern Santa Isabel LLC,61014,renewable_energy,155009
Paulding Wind Farm II,57620,renewable_energy,334790
Paulding Wind Farm III,60470,renewable_energy,326445
"Pavant Solar, LLC",59702,renewable_energy,101973
Payne Creek Solar,61665,renewable_energy,133328
Peace Creek Solar,61666,renewable_energy,99657
Pearl Solar,60682,renewable_energy,105163
Pecan Solar,60030,renewable_energy,147319
Pegasus Wind,61916,renewable_energy,410530
Pelican Solar Center,62924,renewable_energy,159009
Penascal II Wind Project LLC,57095,renewable_energy,279038
Penascal Wind Power LLC,56795,renewable_energy,353128
Peony Solar,61976,renewable_energy,77828
Pepperell Hydro Power Plant,10694,renewable_energy,4520
Perrin Ranch Wind LLC,58155,renewable_energy,209743
"Persimmon Creek Wind Farm 1, LLC",61876,renewable_energy,832909
Peru (IL),955,renewable_energy,31378
Peyton Creek Wind Farm LLC,62417,renewable_energy,408107
Pheasant Run Wind LLC,58580,renewable_energy,261977
Philip Morris,59911,renewable_energy,2419
Phoebe Solar,61906,renewable_energy,521897
Phoenix Solar South Farms LLC Solar Farm,62735,renewable_energy,7276
Pinal Central Energy Center Hybrid,61678,renewable_energy,62913
Pine Flat,7907,renewable_energy,109144
Pine Ridge,61617,renewable_energy,5450
Pine River Wind Park,61106,renewable_energy,419671
Pinnacle Wind Force LLC,57595,renewable_energy,176480
Pinson Solar Farm,63777,renewable_energy,3510
Pioneer Prairie Wind Farm,56797,renewable_energy,1022417
"Pioneer Solar (CO), LLC",61991,renewable_energy,204349
Pioneer Trail Solar Energy Center,61767,renewable_energy,134816
"Pisgah Ridge Solar, LLC",65631,renewable_energy,6246
Pit 4,267,renewable_energy,272952
Pit 5,268,renewable_energy,471431
Pit 7,270,renewable_energy,207624
"Playa Solar 1, LLC",59827,renewable_energy,209250
Playa Solar 2,60261,renewable_energy,283082
Pleinmont Solar 1,62012,renewable_energy,135320
Pleinmont Solar 2,62013,renewable_energy,391162
Plum Creek Wind Project (NE),62711,renewable_energy,1008868
Plymouth Wind,64688,renewable_energy,827679
Poe,272,renewable_energy,330608
Point Beach Solar,64431,renewable_energy,194943
Point Wind,63482,renewable_energy,206091
Polaris Wind Park,62290,renewable_energy,498939
Pomeroy Wind Farm,56501,renewable_energy,1139177
Ponderosa Wind Energy Center,63590,renewable_energy,948149
Port Edwards Mill,54103,renewable_energy,29265
Porter Way Community Solar Garden,61500,renewable_energy,4669
"Poseidon Wind, LLC",57379,renewable_energy,111973
Post Oak Wind LLC,56483,renewable_energy,437080
"Post Rock Wind Power Project, LLC",57678,renewable_energy,742087
Prairie Hill Wind Project,63100,renewable_energy,692261
Prairie Queen Wind Farm,62488,renewable_energy,622333
Prairie Rose Wind Farm,57644,renewable_energy,741739
Prairie State Solar Project,62420,renewable_energy,232455
Prairie Wind Farm,60873,renewable_energy,639290
Prairie Wolf Solar LLC,62893,renewable_energy,400197
"Pratt Wind, LLC",61957,renewable_energy,1065175
Prevailing Wind Park,62247,renewable_energy,916067
Priddy Wind Project,64165,renewable_energy,850921
Priest Rapids,3887,renewable_energy,4828089
Princeton University Cogeneration,58584,renewable_energy,23916
Prineville Solar Energy LLC,63049,renewable_energy,98042
Prosperity Energy Storage Facility Hybrid,58899,renewable_energy,675
Prospero Solar,62755,renewable_energy,630864
Prospero Solar II,64325,renewable_energy,554673
Providence Solar,60337,renewable_energy,32088
Pryor Mountain Wind,59757,renewable_energy,814117
Puueo,771,renewable_energy,6098
Pyron Wind Farm LLC Hybrid,56981,renewable_energy,623680
Quail Creek Hydro Plant #1,52039,renewable_energy,7998
Quilt Block Wind Farm LLC,57116,renewable_energy,408242
Quinebaug Solar,64387,renewable_energy,84423
Quitman II Solar,64335,renewable_energy,369725
Quitman Solar,62584,renewable_energy,352578
R C Kirkwood,382,renewable_energy,394520
RC Thomas Hydroelectric Project,58645,renewable_energy,100732
RE Astoria,59976,renewable_energy,290547
RE Astoria 2,59977,renewable_energy,232231
RE Maplewood,61346,renewable_energy,538908
RE Roserock,59994,renewable_energy,367539
"Rabbitbrush Solar, LLC",64630,renewable_energy,40611
Radfords Run Wind Farm,59061,renewable_energy,1182122
"Railroad Solar Center, LLC",60333,renewable_energy,10049
Rainbow (CT),559,renewable_energy,25209
Rambler,62141,renewable_energy,360528
Ranchero Wind Farm LLC,62259,renewable_energy,1075428
"Ranchland Solar, LLC",61813,renewable_energy,127498
Ranchland Wind Project I,64551,renewable_energy,179948
Ranchland Wind Project II,64544,renewable_energy,281675
"Rancho Seco Solar II, LLC",63387,renewable_energy,216715
Raritan Solar,60729,renewable_energy,12524
Rattlesnake Creek Wind Project,59292,renewable_energy,1169664
Rattlesnake Den,59943,renewable_energy,641889
Rattlesnake Flat,62936,renewable_energy,366185
"Rattlesnake Power, LLC",60743,renewable_energy,564982
"Raymond Wind Farm, LLC",62909,renewable_energy,698852
Reading Wind Project,60999,renewable_energy,582604
Red Cloud Wind LLC,63981,renewable_energy,1007153
Red Dirt Wind Project,61270,renewable_energy,1013127
Red Horse 2,58833,renewable_energy,214149
Red Pine Wind Project,61357,renewable_energy,724877
Red Rock,60467,renewable_energy,105347
Red Rock Hydro Plant,58434,renewable_energy,103269
Redbed Plains Wind Farm,61221,renewable_energy,380202
Reloj del Sol Wind Farm,62207,renewable_energy,319868
Rhinelander Mill,50933,renewable_energy,9475
Richard B Russell,6132,renewable_energy,308815
Richland,2880,renewable_energy,530919
Richland,62080,renewable_energy,530919
Richland,60513,renewable_energy,530919
Richmond NMCA,62301,renewable_energy,6269
Ridgeland Solar Project,60659,renewable_energy,18086
"Ringer Hill Wind Farm, LLC",60329,renewable_energy,105216
"Rio Bravo Windpower, LLC",61865,renewable_energy,623261
"River Bend Solar, LLC",61289,renewable_energy,3515
"River Bend Solar, LLC",60058,renewable_energy,163332
Riverside Solar,65687,renewable_energy,1353
Riverstart Solar Park  LLC,64553,renewable_energy,416876
"Roadrunner, LLC Hybrid",62561,renewable_energy,1010926
"Roaring Brook, LLC",61041,renewable_energy,179236
Robert Moses Niagara,2693,renewable_energy,15491601
Robert Moses Power Dam,2694,renewable_energy,7299329
Robins Air Force Base Solar,61648,renewable_energy,255400
Rock Creek,275,renewable_energy,264501
Rock Creek Wind Project,60655,renewable_energy,1107685
Rock Falls Wind Farm LLC,61261,renewable_energy,378537
Rock Island,6200,renewable_energy,2611579
"Rockhaven Wind Project, LLC",64172,renewable_energy,577741
Rocksprings,60217,renewable_energy,449818
Rocky Reach,3883,renewable_energy,6448458
Rocky River (CT),539,renewable_energy,1309
Rodeo Solar Center,62917,renewable_energy,155965
Rolling Hills Wind Farm,57501,renewable_energy,1169351
Roosevelt County,58771,renewable_energy,1024361
Roscoe Wind Farm LLC,56593,renewable_energy,450597
Rosewater Wind Farm,62891,renewable_energy,334621
Ross,6202,renewable_energy,747225
"Roswell Solar, LLC",60406,renewable_energy,161181
"Roth Rock North Wind Farm, LLC",57240,renewable_energy,23493
Roth Rock Wind Farm LLC,57239,renewable_energy,93972
Roundhouse Wind Energy Project,63133,renewable_energy,969526
"Route 66 Energy Center, LLC",64076,renewable_energy,95012
Rush Creek Wind,60619,renewable_energy,2251448
Rush Springs Wind,60592,renewable_energy,1013083
Rutherford Farm,59589,renewable_energy,138106
"SE Athos II, LLC",64290,renewable_energy,609699
SEGS IX,10446,renewable_energy,121180
SR Arlington II,62367,renewable_energy,217988
SR Camden,59947,renewable_energy,25322
"SR Clay, LLC",64838,renewable_energy,7628
SR Houston,60853,renewable_energy,3478
SR Jonesborough,62173,renewable_energy,7943
SR Lumpkin,64191,renewable_energy,237776
SR Perry,64151,renewable_energy,168841
SR Snipesville II,65376,renewable_energy,257376
SR Terrell,62058,renewable_energy,179034
"SR Turkey Creek, LLC",64842,renewable_energy,3427
Sabal Palm Solar Center,63110,renewable_energy,161637
"Sac County Wind, LLC",64662,renewable_energy,373028
Sadler Solar,62814,renewable_energy,186648
Sagamore Wind,63578,renewable_energy,2046642
Sage Draw Wind,62620,renewable_energy,1265892
Sage Solar I-III,62399,renewable_energy,125363
Saint Solar,63476,renewable_energy,296461
"Salt Fork Wind Project, LLC",60657,renewable_energy,727546
Samson Solar Energy,63211,renewable_energy,340553
Samson Solar Energy III LLC,63883,renewable_energy,29411
San Diego State University,50061,renewable_energy,1473
San Fermin Solar Farm Hybrid,61110,renewable_energy,22244
"San Isabel Solar, LLC",60304,renewable_energy,75626
San Juan Mesa Wind Project LLC,56304,renewable_energy,242295
San Luis Valley Solar Ranch,57317,renewable_energy,64500
San Pablo Raceway,62004,renewable_energy,255476
"San Roman Wind I, LLC",59712,renewable_energy,168356
Sandy Creek Solar Power Plant,64146,renewable_energy,115078
Sanford Solar,63667,renewable_energy,96664
Santa Fe Solar Power Plant,63517,renewable_energy,159826
Santa Rita East,62038,renewable_energy,1093527
Santa Rita Wind Energy,60987,renewable_energy,1220449
Sappi Cloquet Mill,50639,renewable_energy,22383
Saratoga Wind Farm,61070,renewable_energy,282781
Sawgrass Solar Energy Center,65037,renewable_energy,150180
Schoolfield Dam,54655,renewable_energy,13435
Scioto Ridge Wind Farm,58780,renewable_energy,554326
Seabrook Solar,61701,renewable_energy,134572
Searcy Solar Hybrid,62617,renewable_energy,225228
Searsburg Wind Turbine,7381,renewable_energy,9444
Selmer Farm LLC,59188,renewable_energy,27677
Selmer I,60555,renewable_energy,32806
Selmer II,60556,renewable_energy,16766
"Seymour Hills Wind Project, LLC",62227,renewable_energy,136436
Shakes Solar,65333,renewable_energy,123618
Shannon Wind,59034,renewable_energy,538346
Shasta,445,renewable_energy,765941
"Shaw Creek Solar, LLC",61790,renewable_energy,173076
Sheffield Wind,57080,renewable_energy,76608
Shelby Solar Array,63390,renewable_energy,3586
Sherburne Community Solar,61672,renewable_energy,8449
"Shoe Creek Solar, LLC",60380,renewable_energy,151660
Sholes Wind Energy Center,61889,renewable_energy,772381
Shoreham Solar Commons,60045,renewable_energy,55088
Sibley Mill,54322,renewable_energy,11925
Sigel Wind Park,57851,renewable_energy,256751
Sigurd Solar LLC,62666,renewable_energy,203870
Silver Sage Windpower,57091,renewable_energy,123554
Silver State Solar Power North,57442,renewable_energy,117193
Silver State Solar Power South,58644,renewable_energy,636966
Simcoe Solar,60748,renewable_energy,46541
Skeleton Creek Energy Center Hybrid,62494,renewable_energy,1024533
Skipjack Solar Center,62675,renewable_energy,172694
Skookumchuck Wind Facility,63205,renewable_energy,399839
Slate Hybrid,63727,renewable_energy,692518
Smithland Hydroelectric Plant,57400,renewable_energy,425363
Snipesville,62165,renewable_energy,215515
Soda Lake 3,63365,renewable_energy,121342
SolaireHolman Solar Project,60989,renewable_energy,131612
Solana Generating Station,56812,renewable_energy,695648
Solano Wind,7526,renewable_energy,569497
Solar Star 1,58388,renewable_energy,926187
Solar Star 2,58389,renewable_energy,796646
"Solar Star California, XLI, LLC",60591,renewable_energy,156485
Solar Star Oregon II,61048,renewable_energy,109787
Soldier Creek Wind,64309,renewable_energy,1231201
"Solomon Forks Wind Project, LLC",61984,renewable_energy,976979
Solverde 1,60185,renewable_energy,211881
Somerset Windpower LLC,55803,renewable_energy,8789
South Dakota Wind Energy Cente,56092,renewable_energy,91008
South Hurlburt Wind LLC,57549,renewable_energy,514500
"South Mills Solar, LLC",61290,renewable_energy,5859
South Peak Wind,62939,renewable_energy,308860
South Plains II,60087,renewable_energy,1062673
South Plains Wind Phase I,59384,renewable_energy,676087
"Southampton Solar, LLC",61422,renewable_energy,189446
Southbridge Solar,60278,renewable_energy,2882
Southern Hills Wind Farm,63640,renewable_energy,901730
